STATE/UT,YEAR,PERIOD OF DETENTION,Male,Female,Total
ANDHRA PRADESH,2001,Upto 3 months,5545,361,5906
ANDHRA PRADESH,2001,3-6 months,1630,78,1708
ANDHRA PRADESH,2001,6-12 months,823,20,843
ANDHRA PRADESH,2001,1-2 Years,289,21,310
ANDHRA PRADESH,2001,2-3 Years,52,2,54
ANDHRA PRADESH,2001,3-5 Years,21,0,21
ANDHRA PRADESH,2001,Above 5 Years,0,0,0
ANDHRA PRADESH,2001,Total,8360,482,8842
ANDHRA PRADESH,2002,Upto 3 months,5099,445,5544
ANDHRA PRADESH,2002,3-6 months,1607,55,1662
ANDHRA PRADESH,2002,6-12 months,892,35,927
ANDHRA PRADESH,2002,1-2 Years,269,14,283
ANDHRA PRADESH,2002,2-3 Years,101,7,108
ANDHRA PRADESH,2002,3-5 Years,15,1,16
ANDHRA PRADESH,2002,Above 5 Years,9,0,9
ANDHRA PRADESH,2002,Total,7992,557,8549
ANDHRA PRADESH,2003,Upto 3 months,5505,388,5893
ANDHRA PRADESH,2003,3-6 months,1890,99,1989
ANDHRA PRADESH,2003,6-12 months,722,39,761
ANDHRA PRADESH,2003,1-2 Years,226,14,240
ANDHRA PRADESH,2003,2-3 Years,32,1,33
ANDHRA PRADESH,2003,3-5 Years,2,0,2
ANDHRA PRADESH,2003,Above 5 Years,1,0,1
ANDHRA PRADESH,2003,Total,8378,541,8919
ANDHRA PRADESH,2004,Upto 3 months,5915,452,6367
ANDHRA PRADESH,2004,3-6 months,1912,94,2006
ANDHRA PRADESH,2004,6-12 months,472,21,493
ANDHRA PRADESH,2004,1-2 Years,162,10,172
ANDHRA PRADESH,2004,2-3 Years,29,1,30
ANDHRA PRADESH,2004,3-5 Years,9,1,10
ANDHRA PRADESH,2004,Above 5 Years,0,0,0
ANDHRA PRADESH,2004,Total,8499,579,9078
ANDHRA PRADESH,2005,Upto 3 months,5716,562,6278
ANDHRA PRADESH,2005,3-6 months,2361,84,2445
ANDHRA PRADESH,2005,6-12 months,633,29,662
ANDHRA PRADESH,2005,1-2 Years,167,6,173
ANDHRA PRADESH,2005,2-3 Years,29,3,32
ANDHRA PRADESH,2005,3-5 Years,0,2,2
ANDHRA PRADESH,2005,Above 5 Years,0,0,0
ANDHRA PRADESH,2005,Total,8906,686,9592
ANDHRA PRADESH,2006,Upto 3 months,6705,519,7224
ANDHRA PRADESH,2006,3-6 months,1929,105,2034
ANDHRA PRADESH,2006,6-12 months,590,11,601
ANDHRA PRADESH,2006,1-2 Years,174,2,176
ANDHRA PRADESH,2006,2-3 Years,39,0,39
ANDHRA PRADESH,2006,3-5 Years,7,0,7
ANDHRA PRADESH,2006,Above 5 Years,1,0,1
ANDHRA PRADESH,2006,Total,9445,637,10082
ANDHRA PRADESH,2007,Upto 3 months,6082,462,6544
ANDHRA PRADESH,2007,3-6 months,1868,133,2001
ANDHRA PRADESH,2007,6-12 months,654,35,689
ANDHRA PRADESH,2007,1-2 Years,157,5,162
ANDHRA PRADESH,2007,2-3 Years,35,0,35
ANDHRA PRADESH,2007,3-5 Years,14,0,14
ANDHRA PRADESH,2007,Above 5 Years,0,0,0
ANDHRA PRADESH,2007,Total,8810,635,9445
ANDHRA PRADESH,2008,Upto 3 months,5632,487,6119
ANDHRA PRADESH,2008,3-6 months,1558,117,1675
ANDHRA PRADESH,2008,6-12 months,603,28,631
ANDHRA PRADESH,2008,1-2 Years,178,17,195
ANDHRA PRADESH,2008,2-3 Years,36,2,38
ANDHRA PRADESH,2008,3-5 Years,11,0,11
ANDHRA PRADESH,2008,Above 5 Years,0,0,0
ANDHRA PRADESH,2008,Total,8018,651,8669
ANDHRA PRADESH,2009,Upto 3 months,5391,483,5874
ANDHRA PRADESH,2009,3-6 months,1494,64,1558
ANDHRA PRADESH,2009,6-12 months,541,20,561
ANDHRA PRADESH,2009,1-2 Years,168,7,175
ANDHRA PRADESH,2009,2-3 Years,24,3,27
ANDHRA PRADESH,2009,3-5 Years,22,0,22
ANDHRA PRADESH,2009,Above 5 Years,0,0,0
ANDHRA PRADESH,2009,Total,7640,577,8217
ANDHRA PRADESH,2010,Upto 3 months,4645,458,5103
ANDHRA PRADESH,2010,3-6 months,1844,67,1911
ANDHRA PRADESH,2010,6-12 months,506,12,518
ANDHRA PRADESH,2010,1-2 Years,87,8,95
ANDHRA PRADESH,2010,2-3 Years,12,0,12
ANDHRA PRADESH,2010,3-5 Years,5,1,6
ANDHRA PRADESH,2010,Above 5 Years,4,0,4
ANDHRA PRADESH,2010,Total,7103,546,7649
ANDHRA PRADESH,2011,Upto 3 months,7357,559,7916
ANDHRA PRADESH,2011,3-6 months,405,10,415
ANDHRA PRADESH,2011,6-12 months,159,6,165
ANDHRA PRADESH,2011,1-2 Years,31,4,35
ANDHRA PRADESH,2011,2-3 Years,7,1,8
ANDHRA PRADESH,2011,3-5 Years,3,0,3
ANDHRA PRADESH,2011,Above 5 Years,2,0,2
ANDHRA PRADESH,2011,Total,7964,580,8544
ANDHRA PRADESH,2012,Upto 3 months,7307,594,7901
ANDHRA PRADESH,2012,3-6 months,405,32,437
ANDHRA PRADESH,2012,6-12 months,159,6,165
ANDHRA PRADESH,2012,1-2 Years,31,4,35
ANDHRA PRADESH,2012,2-3 Years,7,1,8
ANDHRA PRADESH,2012,3-5 Years,3,0,3
ANDHRA PRADESH,2012,Above 5 Years,2,0,2
ANDHRA PRADESH,2012,Total,7914,637,8551
ARUNACHAL PRADESH,2009,Upto 3 months,26,2,28
ARUNACHAL PRADESH,2009,3-6 months,13,1,14
ARUNACHAL PRADESH,2009,6-12 months,13,0,13
ARUNACHAL PRADESH,2009,1-2 Years,4,1,5
ARUNACHAL PRADESH,2009,2-3 Years,0,0,0
ARUNACHAL PRADESH,2009,3-5 Years,0,0,0
ARUNACHAL PRADESH,2009,Above 5 Years,0,0,0
ARUNACHAL PRADESH,2009,Total,56,4,60
ARUNACHAL PRADESH,2010,Upto 3 months,20,2,22
ARUNACHAL PRADESH,2010,3-6 months,9,0,9
ARUNACHAL PRADESH,2010,6-12 months,13,0,13
ARUNACHAL PRADESH,2010,1-2 Years,4,2,6
ARUNACHAL PRADESH,2010,2-3 Years,2,0,2
ARUNACHAL PRADESH,2010,3-5 Years,0,0,0
ARUNACHAL PRADESH,2010,Above 5 Years,0,0,0
ARUNACHAL PRADESH,2010,Total,48,4,52
ARUNACHAL PRADESH,2011,Upto 3 months,16,0,16
ARUNACHAL PRADESH,2011,3-6 months,12,0,12
ARUNACHAL PRADESH,2011,6-12 months,4,2,6
ARUNACHAL PRADESH,2011,1-2 Years,8,1,9
ARUNACHAL PRADESH,2011,2-3 Years,3,2,5
ARUNACHAL PRADESH,2011,3-5 Years,1,0,1
ARUNACHAL PRADESH,2011,Above 5 Years,0,0,0
ARUNACHAL PRADESH,2011,Total,44,5,49
ARUNACHAL PRADESH,2012,Upto 3 months,30,0,30
ARUNACHAL PRADESH,2012,3-6 months,13,0,13
ARUNACHAL PRADESH,2012,6-12 months,12,1,13
ARUNACHAL PRADESH,2012,1-2 Years,5,1,6
ARUNACHAL PRADESH,2012,2-3 Years,2,1,3
ARUNACHAL PRADESH,2012,3-5 Years,1,1,2
ARUNACHAL PRADESH,2012,Above 5 Years,0,0,0
ARUNACHAL PRADESH,2012,Total,63,4,67
ASSAM,2001,Upto 3 months,2606,93,2699
ASSAM,2001,3-6 months,620,16,636
ASSAM,2001,6-12 months,406,6,412
ASSAM,2001,1-2 Years,217,9,226
ASSAM,2001,2-3 Years,52,2,54
ASSAM,2001,3-5 Years,32,1,33
ASSAM,2001,Above 5 Years,5,0,5
ASSAM,2001,Total,3938,127,4065
ASSAM,2002,Upto 3 months,2706,64,2770
ASSAM,2002,3-6 months,641,16,657
ASSAM,2002,6-12 months,397,16,413
ASSAM,2002,1-2 Years,314,16,330
ASSAM,2002,2-3 Years,91,1,92
ASSAM,2002,3-5 Years,48,0,48
ASSAM,2002,Above 5 Years,9,0,9
ASSAM,2002,Total,4206,113,4319
ASSAM,2003,Upto 3 months,3048,102,3150
ASSAM,2003,3-6 months,543,16,559
ASSAM,2003,6-12 months,358,13,371
ASSAM,2003,1-2 Years,255,5,260
ASSAM,2003,2-3 Years,123,0,123
ASSAM,2003,3-5 Years,51,1,52
ASSAM,2003,Above 5 Years,8,0,8
ASSAM,2003,Total,4386,137,4523
ASSAM,2004,Upto 3 months,2749,70,2819
ASSAM,2004,3-6 months,532,29,561
ASSAM,2004,6-12 months,525,21,546
ASSAM,2004,1-2 Years,206,13,219
ASSAM,2004,2-3 Years,86,1,87
ASSAM,2004,3-5 Years,64,0,64
ASSAM,2004,Above 5 Years,2,0,2
ASSAM,2004,Total,4164,134,4298
ASSAM,2005,Upto 3 months,3165,76,3241
ASSAM,2005,3-6 months,600,19,619
ASSAM,2005,6-12 months,540,12,552
ASSAM,2005,1-2 Years,424,16,440
ASSAM,2005,2-3 Years,82,10,92
ASSAM,2005,3-5 Years,37,0,37
ASSAM,2005,Above 5 Years,19,0,19
ASSAM,2005,Total,4867,133,5000
ASSAM,2006,Upto 3 months,3097,99,3196
ASSAM,2006,3-6 months,782,33,815
ASSAM,2006,6-12 months,442,11,453
ASSAM,2006,1-2 Years,283,12,295
ASSAM,2006,2-3 Years,119,1,120
ASSAM,2006,3-5 Years,50,3,53
ASSAM,2006,Above 5 Years,28,0,28
ASSAM,2006,Total,4801,159,4960
ASSAM,2007,Upto 3 months,2932,72,3004
ASSAM,2007,3-6 months,852,32,884
ASSAM,2007,6-12 months,594,20,614
ASSAM,2007,1-2 Years,323,14,337
ASSAM,2007,2-3 Years,138,6,144
ASSAM,2007,3-5 Years,71,2,73
ASSAM,2007,Above 5 Years,34,0,34
ASSAM,2007,Total,4944,146,5090
ASSAM,2008,Upto 3 months,3122,115,3237
ASSAM,2008,3-6 months,647,35,682
ASSAM,2008,6-12 months,539,25,564
ASSAM,2008,1-2 Years,377,16,393
ASSAM,2008,2-3 Years,214,15,229
ASSAM,2008,3-5 Years,85,9,94
ASSAM,2008,Above 5 Years,39,0,39
ASSAM,2008,Total,5023,215,5238
ASSAM,2009,Upto 3 months,2960,110,3070
ASSAM,2009,3-6 months,692,32,724
ASSAM,2009,6-12 months,469,25,494
ASSAM,2009,1-2 Years,328,18,346
ASSAM,2009,2-3 Years,85,12,97
ASSAM,2009,3-5 Years,56,8,64
ASSAM,2009,Above 5 Years,29,0,29
ASSAM,2009,Total,4619,205,4824
ASSAM,2010,Upto 3 months,2995,93,3088
ASSAM,2010,3-6 months,681,24,705
ASSAM,2010,6-12 months,336,31,367
ASSAM,2010,1-2 Years,240,20,260
ASSAM,2010,2-3 Years,138,7,145
ASSAM,2010,3-5 Years,63,0,63
ASSAM,2010,Above 5 Years,27,0,27
ASSAM,2010,Total,4480,175,4655
ASSAM,2011,Upto 3 months,3174,112,3286
ASSAM,2011,3-6 months,731,30,761
ASSAM,2011,6-12 months,386,33,419
ASSAM,2011,1-2 Years,260,24,284
ASSAM,2011,2-3 Years,158,8,166
ASSAM,2011,3-5 Years,93,0,93
ASSAM,2011,Above 5 Years,57,0,57
ASSAM,2011,Total,4859,207,5066
ASSAM,2012,Upto 3 months,3245,113,3358
ASSAM,2012,3-6 months,741,21,762
