TimePeriod,Area_Name,Electronic_equipments_used,Data_Value
2002, Madhya Pradesh,Fax,5
2002, Gujarat,Fax,32
2002,Daman & Diu,Fax,0
2002,Dadra & Nagar Haveli,Fax,0
2002, Maharashtra,Fax,1
2002, Andhra Pradesh,Fax,7
2002, Karnataka,Fax,25
2002, Goa,Fax,2
2002,Lakshadweep,Fax,0
2002, Kerala,Fax,5
2002, Tamil Nadu,Fax,14
2002,Puducherry,Fax,0
2003, Jammu & Kashmir,Fax,15
2003, Himachal Pradesh,Fax,3
2003, Punjab,Fax,50
2003,Chandigarh,Fax,1
2003, Uttarakhand,Fax,8
2003, Haryana,Fax,5
2003,Delhi,Fax,2
2003, Rajasthan,Fax,1
2003, Uttar Pradesh,Fax,44
2003, Bihar,Fax,5
2003, Sikkim,Fax,1
2003, Nagaland,Fax,0
2003, Manipur,Fax,1
2003, Mizoram,Fax,1
2003, Tripura,Fax,1
2003, Meghalaya,Fax,0
2003, Assam,Fax,0
2003, West Bengal,Fax,15
2003, Jharkhand,Fax,8
2003, Odisha,Fax,15
2003, Chhattisgarh,Fax,3
2003, Madhya Pradesh,Fax,0
2003, Gujarat,Fax,34
2003,Daman & Diu,Fax,0
2003,Dadra & Nagar Haveli,Fax,0
2003, Maharashtra,Fax,0
2003, Andhra Pradesh,Fax,7
2003, Karnataka,Fax,25
2003, Goa,Fax,2
2003,Lakshadweep,Fax,0
2003, Kerala,Fax,5
2003, Tamil Nadu,Fax,14
2003,Puducherry,Fax,0
2003,Andaman & Nicobar Islands,Fax,1
2004, Jammu & Kashmir,Fax,16
2004, Himachal Pradesh,Fax,3
2004, Punjab,Fax,52
2004,Chandigarh,Fax,1
2004, Uttarakhand,Fax,8
2004, Haryana,Fax,5
2004,Delhi,Fax,2
2004, Rajasthan,Fax,1
2004, Uttar Pradesh,Fax,44
2004, Bihar,Fax,3
2004, Sikkim,Fax,1
2004, Nagaland,Fax,0
2004, Manipur,Fax,1
2004, Mizoram,Fax,1
2004, Tripura,Fax,1
2004, Meghalaya,Fax,0
2004, Assam,Fax,0
2004, West Bengal,Fax,13
2004, Jharkhand,Fax,9
2004, Odisha,Fax,17
2004, Chhattisgarh,Fax,6
2004, Madhya Pradesh,Fax,9
2004, Gujarat,Fax,34
2004,Daman & Diu,Fax,0
2004,Dadra & Nagar Haveli,Fax,0
2004, Maharashtra,Fax,0
2004, Andhra Pradesh,Fax,44
2004, Karnataka,Fax,25
2004, Goa,Fax,2
2004,Lakshadweep,Fax,0
2004, Kerala,Fax,5
2004, Tamil Nadu,Fax,13
2004,Puducherry,Fax,0
2004,Andaman & Nicobar Islands,Fax,1
2005, Jammu & Kashmir,Fax,16
2005, Himachal Pradesh,Fax,3
2005, Punjab,Fax,10
2005,Chandigarh,Fax,1
2005, Uttarakhand,Fax,7
2005, Haryana,Fax,5
2005,Delhi,Fax,2
2005, Rajasthan,Fax,1
2005, Uttar Pradesh,Fax,41
2005, Bihar,Fax,23
2005, Sikkim,Fax,1
2005, Nagaland,Fax,0
2005, Manipur,Fax,1
2005, Mizoram,Fax,1
2005, Tripura,Fax,1
2005, Meghalaya,Fax,0
2005, Assam,Fax,0
2005, West Bengal,Fax,14
2005, Jharkhand,Fax,18
2005, Odisha,Fax,17
2005, Chhattisgarh,Fax,13
2005, Madhya Pradesh,Fax,6
2005, Gujarat,Fax,34
2005,Daman & Diu,Fax,0
2005,Dadra & Nagar Haveli,Fax,0
2005, Maharashtra,Fax,5
2005, Andhra Pradesh,Fax,30
2005, Karnataka,Fax,25
2005, Goa,Fax,2
2005,Lakshadweep,Fax,0
2005, Kerala,Fax,5
2005, Tamil Nadu,Fax,11
2005,Puducherry,Fax,0
2005,Andaman & Nicobar Islands,Fax,1
2006, Jammu & Kashmir,Fax,16
2006, Himachal Pradesh,Fax,3
2006, Punjab,Fax,42
2006,Chandigarh,Fax,1
2006, Uttarakhand,Fax,8
2006, Haryana,Fax,6
2006,Delhi,Fax,3
2006, Rajasthan,Fax,1
2006, Uttar Pradesh,Fax,39
2006, Bihar,Fax,32
2006, Sikkim,Fax,1
2006, Nagaland,Fax,0
2006, Manipur,Fax,1
2006, Mizoram,Fax,1
2006, Tripura,Fax,1
2006, Meghalaya,Fax,0
2006, Assam,Fax,0
2006, West Bengal,Fax,13
2006, Jharkhand,Fax,26
2006, Odisha,Fax,15
2006, Chhattisgarh,Fax,12
2006, Madhya Pradesh,Fax,6
2006, Gujarat,Fax,31
2006,Daman & Diu,Fax,0
2006,Dadra & Nagar Haveli,Fax,0
2006, Maharashtra,Fax,8
2006, Andhra Pradesh,Fax,37
2006, Karnataka,Fax,26
2006, Goa,Fax,3
2006,Lakshadweep,Fax,0
2006, Kerala,Fax,9
2006, Tamil Nadu,Fax,17
2006,Puducherry,Fax,0
2006,Andaman & Nicobar Islands,Fax,1
2007, Jammu & Kashmir,Fax,16
2007, Himachal Pradesh,Fax,2
2007, Punjab,Fax,10
2007,Chandigarh,Fax,1
2007, Uttarakhand,Fax,7
2007, Haryana,Fax,10
2007,Delhi,Fax,13
2007, Uttar Pradesh,Fax,39
2007, Bihar,Fax,32
2007, Sikkim,Fax,1
2007, Nagaland,Fax,0
2007, Manipur,Fax,1
2007, Mizoram,Fax,1
2007, Tripura,Fax,1
2007, Meghalaya,Fax,1
2007, Assam,Fax,0
2007, West Bengal,Fax,19
2007, Jharkhand,Fax,25
2007, Odisha,Fax,20
2007, Chhattisgarh,Fax,17
2007, Madhya Pradesh,Fax,7
2007, Gujarat,Fax,31
2007,Daman & Diu,Fax,0
2007,Dadra & Nagar Haveli,Fax,0
2007, Maharashtra,Fax,12
2007, Andhra Pradesh,Fax,22
2007, Karnataka,Fax,27
2007, Goa,Fax,4
2007,Lakshadweep,Fax,0
2007, Kerala,Fax,18
2007, Tamil Nadu,Fax,15
2007,Puducherry,Fax,0
2007,Andaman & Nicobar Islands,Fax,1
2001, Jammu & Kashmir,Metal Detector,23
2001, Himachal Pradesh,Metal Detector,0
2001, Punjab,Metal Detector,57
2001,Chandigarh,Metal Detector,0
2001, Uttarakhand,Metal Detector,8
2001, Haryana,Metal Detector,6
2001,Delhi,Metal Detector,10
2001, Rajasthan,Metal Detector,68
2001, Uttar Pradesh,Metal Detector,97
2001, Bihar,Metal Detector,0
2001, Sikkim,Metal Detector,0
2001, Nagaland,Metal Detector,0
2001, Manipur,Metal Detector,0
2001, Mizoram,Metal Detector,0
2001, Tripura,Metal Detector,15
2001, Meghalaya,Metal Detector,30
2001, Assam,Metal Detector,31
2001, West Bengal,Metal Detector,4
2001, Jharkhand,Metal Detector,8
2001, Odisha,Metal Detector,0
2001, Chhattisgarh,Metal Detector,20
2001, Madhya Pradesh,Metal Detector,89
2001, Gujarat,Metal Detector,30
2001,Daman & Diu,Metal Detector,0
2001,Dadra & Nagar Haveli,Metal Detector,0
2001, Maharashtra,Metal Detector,15
2001, Andhra Pradesh,Metal Detector,14
2001, Karnataka,Metal Detector,178
2001, Goa,Metal Detector,0
2001,Lakshadweep,Metal Detector,0
2001, Kerala,Metal Detector,6
2001, Tamil Nadu,Metal Detector,42
2001,Puducherry,Metal Detector,0
2002, Jammu & Kashmir,Metal Detector,28
2002, Himachal Pradesh,Metal Detector,0
2002, Punjab,Metal Detector,59
2002,Chandigarh,Metal Detector,0
2002, Uttarakhand,Metal Detector,8
2002, Haryana,Metal Detector,7
2002,Delhi,Metal Detector,6
2002, Rajasthan,Metal Detector,68
2002, Uttar Pradesh,Metal Detector,114
2002, Bihar,Metal Detector,9
2002, Sikkim,Metal Detector,0
2002, Nagaland,Metal Detector,0
2002, Manipur,Metal Detector,0
2002, Mizoram,Metal Detector,6
2002, Tripura,Metal Detector,15
2002, Meghalaya,Metal Detector,0
2002, Assam,Metal Detector,31
2002, West Bengal,Metal Detector,17
2002, Jharkhand,Metal Detector,10
2002, Odisha,Metal Detector,21
2002, Chhattisgarh,Metal Detector,41
2002, Madhya Pradesh,Metal Detector,95
2002, Gujarat,Metal Detector,30
2002,Daman & Diu,Metal Detector,0
2002,Dadra & Nagar Haveli,Metal Detector,0
2002, Maharashtra,Metal Detector,19
2002, Andhra Pradesh,Metal Detector,9
2002, Karnataka,Metal Detector,178
2002, Goa,Metal Detector,0
2002,Lakshadweep,Metal Detector,0
2002, Kerala,Metal Detector,6
2002, Tamil Nadu,Metal Detector,42
2002,Puducherry,Metal Detector,0
2003, Jammu & Kashmir,Metal Detector,70
2003, Himachal Pradesh,Metal Detector,12
2003, Punjab,Metal Detector,60
2003,Chandigarh,Metal Detector,1
2003, Uttarakhand,Metal Detector,12
2003, Haryana,Metal Detector,7
2003,Delhi,Metal Detector,6
2003, Rajasthan,Metal Detector,68
2003, Uttar Pradesh,Metal Detector,118
2003, Bihar,Metal Detector,10
2003, Sikkim,Metal Detector,0
2003, Nagaland,Metal Detector,0
2003, Manipur,Metal Detector,0
2003, Mizoram,Metal Detector,6
2003, Tripura,Metal Detector,15
2003, Meghalaya,Metal Detector,25
2003, Assam,Metal Detector,30
2003, West Bengal,Metal Detector,22
2003, Jharkhand,Metal Detector,13
2003, Odisha,Metal Detector,21
2003, Chhattisgarh,Metal Detector,49
2003, Madhya Pradesh,Metal Detector,0
2003, Gujarat,Metal Detector,30
2003,Daman & Diu,Metal Detector,0
2003,Dadra & Nagar Haveli,Metal Detector,0
2003, Maharashtra,Metal Detector,18
2003, Andhra Pradesh,Metal Detector,9
2003, Karnataka,Metal Detector,178
2003, Goa,Metal Detector,0
2003,Lakshadweep,Metal Detector,0
2003, Kerala,Metal Detector,6
2003, Tamil Nadu,Metal Detector,42
2003,Puducherry,Metal Detector,0
2003,Andaman & Nicobar Islands,Metal Detector,9
2004, Jammu & Kashmir,Metal Detector,70
2004, Himachal Pradesh,Metal Detector,12
2004, Punjab,Metal Detector,60
2004,Chandigarh,Metal Detector,1
2004, Uttarakhand,Metal Detector,12
2004, Haryana,Metal Detector,7
2004,Delhi,Metal Detector,20
2004, Rajasthan,Metal Detector,68
2004, Uttar Pradesh,Metal Detector,118
2004, Bihar,Metal Detector,11
2004, Sikkim,Metal Detector,0
2004, Nagaland,Metal Detector,0
2004, Manipur,Metal Detector,0
2004, Mizoram,Metal Detector,0
2004, Tripura,Metal Detector,15
2004, Meghalaya,Metal Detector,17
2004, Assam,Metal Detector,0
2004, West Bengal,Metal Detector,25
2004, Jharkhand,Metal Detector,13
2004, Odisha,Metal Detector,133
2004, Chhattisgarh,Metal Detector,39
2004, Madhya Pradesh,Metal Detector,95
2004, Gujarat,Metal Detector,30
2004,Daman & Diu,Metal Detector,0
2004,Dadra & Nagar Haveli,Metal Detector,0
2004, Maharashtra,Metal Detector,17
2004, Andhra Pradesh,Metal Detector,9
2004, Karnataka,Metal Detector,178
2004, Goa,Metal Detector,0
2004,Lakshadweep,Metal Detector,0
2004, Kerala,Metal Detector,6
2004, Tamil Nadu,Metal Detector,19
2004,Puducherry,Metal Detector,0
2004,Andaman & Nicobar Islands,Metal Detector,9
2005, Jammu & Kashmir,Metal Detector,70
2005, Himachal Pradesh,Metal Detector,12
2005, Punjab,Metal Detector,60
2005,Chandigarh,Metal Detector,2
2005, Uttarakhand,Metal Detector,9
2005, Haryana,Metal Detector,32
2005,Delhi,Metal Detector,22
2005, Rajasthan,Metal Detector,68
2005, Uttar Pradesh,Metal Detector,112
2005, Bihar,Metal Detector,6
2005, Sikkim,Metal Detector,0
2005, Nagaland,Metal Detector,0
2005, Manipur,Metal Detector,0
2005, Mizoram,Metal Detector,6
2005, Tripura,Metal Detector,15
2005, Meghalaya,Metal Detector,15
2005, Assam,Metal Detector,0
2005, West Bengal,Metal Detector,25
2005, Jharkhand,Metal Detector,24
2005, Odisha,Metal Detector,127
2005, Chhattisgarh,Metal Detector,33
2005, Madhya Pradesh,Metal Detector,104
2005, Gujarat,Metal Detector,119
2005,Daman & Diu,Metal Detector,0
2005,Dadra & Nagar Haveli,Metal Detector,0
2005, Maharashtra,Metal Detector,12
2005, Andhra Pradesh,Metal Detector,16
2005, Karnataka,Metal Detector,178
2005, Goa,Metal Detector,0
2005,Lakshadweep,Metal Detector,0
2005, Kerala,Metal Detector,6
2005, Tamil Nadu,Metal Detector,32
2005,Puducherry,Metal Detector,0
2005,Andaman & Nicobar Islands,Metal Detector,9
2006, Jammu & Kashmir,Metal Detector,70
2006, Himachal Pradesh,Metal Detector,12
2006, Punjab,Metal Detector,60
2006,Chandigarh,Metal Detector,2
2006, Uttarakhand,Metal Detector,9
2006, Haryana,Metal Detector,23
2006,Delhi,Metal Detector,28
2006, Rajasthan,Metal Detector,0
2006, Uttar Pradesh,Metal Detector,102
2006, Bihar,Metal Detector,31
2006, Sikkim,Metal Detector,0
2006, Nagaland,Metal Detector,0
2006, Manipur,Metal Detector,0
2006, Mizoram,Metal Detector,6
2006, Tripura,Metal Detector,43
2006, Meghalaya,Metal Detector,16
2006, Assam,Metal Detector,14
2006, West Bengal,Metal Detector,56
2006, Jharkhand,Metal Detector,59
2006, Odisha,Metal Detector,133
2006, Chhattisgarh,Metal Detector,32
2006, Madhya Pradesh,Metal Detector,128
2006, Gujarat,Metal Detector,91
2006,Daman & Diu,Metal Detector,0
2006,Dadra & Nagar Haveli,Metal Detector,0
2006, Maharashtra,Metal Detector,15
2006, Andhra Pradesh,Metal Detector,16
2006, Karnataka,Metal Detector,342
2006, Goa,Metal Detector,0
2006,Lakshadweep,Metal Detector,0
2006, Kerala,Metal Detector,3
2006, Tamil Nadu,Metal Detector,56
2006,Puducherry,Metal Detector,0
2006,Andaman & Nicobar Islands,Metal Detector,9
2007, Jammu & Kashmir,Metal Detector,70
2007, Himachal Pradesh,Metal Detector,13
2007, Punjab,Metal Detector,80
2007,Chandigarh,Metal Detector,2
2007, Uttarakhand,Metal Detector,2
2007, Haryana,Metal Detector,31
2007,Delhi,Metal Detector,26
2007, Uttar Pradesh,Metal Detector,90
2007, Bihar,Metal Detector,31
2007, Sikkim,Metal Detector,0
2007, Nagaland,Metal Detector,0
2007, Manipur,Metal Detector,0
2007, Mizoram,Metal Detector,6
2007, Tripura,Metal Detector,43
2007, Meghalaya,Metal Detector,12
2007, Assam,Metal Detector,8
2007, West Bengal,Metal Detector,51
2007, Jharkhand,Metal Detector,85
2007, Odisha,Metal Detector,133
2007, Chhattisgarh,Metal Detector,37
2007, Madhya Pradesh,Metal Detector,122
2007, Gujarat,Metal Detector,91
2007,Daman & Diu,Metal Detector,0
2007,Dadra & Nagar Haveli,Metal Detector,0
2007, Maharashtra,Metal Detector,22
2007, Andhra Pradesh,Metal Detector,43
2007, Karnataka,Metal Detector,342
2007, Goa,Metal Detector,0
2007,Lakshadweep,Metal Detector,0
2007, Kerala,Metal Detector,1
2007, Tamil Nadu,Metal Detector,39
2007,Puducherry,Metal Detector,0
2007,Andaman & Nicobar Islands,Metal Detector,9
2001, Jammu & Kashmir,Non-Exchange Phone,18
2001, Himachal Pradesh,Non-Exchange Phone,0
2001, Punjab,Non-Exchange Phone,5
2001,Chandigarh,Non-Exchange Phone,0
2001, Uttarakhand,Non-Exchange Phone,3
2001, Haryana,Non-Exchange Phone,4
2001,Delhi,Non-Exchange Phone,0
2001, Rajasthan,Non-Exchange Phone,0
2001, Uttar Pradesh,Non-Exchange Phone,93
2001, Bihar,Non-Exchange Phone,0
2001, Sikkim,Non-Exchange Phone,2
2001, Nagaland,Non-Exchange Phone,0
2001, Manipur,Non-Exchange Phone,0
2001, Mizoram,Non-Exchange Phone,0
2001, Tripura,Non-Exchange Phone,24
2001, Meghalaya,Non-Exchange Phone,30
2001, Assam,Non-Exchange Phone,0
2001, West Bengal,Non-Exchange Phone,22
2001, Jharkhand,Non-Exchange Phone,1
2001, Odisha,Non-Exchange Phone,0
2001, Chhattisgarh,Non-Exchange Phone,14
2001, Madhya Pradesh,Non-Exchange Phone,18
2001, Gujarat,Non-Exchange Phone,11
2001,Daman & Diu,Non-Exchange Phone,0
2001,Dadra & Nagar Haveli,Non-Exchange Phone,0
2001, Maharashtra,Non-Exchange Phone,7
2001, Andhra Pradesh,Non-Exchange Phone,187
2001, Karnataka,Non-Exchange Phone,0
2001, Goa,Non-Exchange Phone,4
2001,Lakshadweep,Non-Exchange Phone,0
2001, Kerala,Non-Exchange Phone,9
2001, Tamil Nadu,Non-Exchange Phone,18
2001,Puducherry,Non-Exchange Phone,1
2002, Jammu & Kashmir,Non-Exchange Phone,40
2002, Himachal Pradesh,Non-Exchange Phone,0
2002, Punjab,Non-Exchange Phone,7
2002,Chandigarh,Non-Exchange Phone,0
2002, Uttarakhand,Non-Exchange Phone,3
2002, Haryana,Non-Exchange Phone,3
2002,Delhi,Non-Exchange Phone,14
2002, Rajasthan,Non-Exchange Phone,0
2002, Uttar Pradesh,Non-Exchange Phone,63
2002, Bihar,Non-Exchange Phone,8
2002, Sikkim,Non-Exchange Phone,2
2002, Nagaland,Non-Exchange Phone,0
2002, Manipur,Non-Exchange Phone,0
2002, Mizoram,Non-Exchange Phone,0
2002, Tripura,Non-Exchange Phone,25
2002, Meghalaya,Non-Exchange Phone,0
2002, Assam,Non-Exchange Phone,38
2002, West Bengal,Non-Exchange Phone,12
2002, Jharkhand,Non-Exchange Phone,3
2002, Odisha,Non-Exchange Phone,0
2002, Chhattisgarh,Non-Exchange Phone,18
2002, Madhya Pradesh,Non-Exchange Phone,20
2002, Gujarat,Non-Exchange Phone,32
2002,Daman & Diu,Non-Exchange Phone,0
2002,Dadra & Nagar Haveli,Non-Exchange Phone,0
2002, Maharashtra,Non-Exchange Phone,28
2002, Andhra Pradesh,Non-Exchange Phone,42
2002, Karnataka,Non-Exchange Phone,7
2002, Goa,Non-Exchange Phone,0
2002,Lakshadweep,Non-Exchange Phone,0
2002, Kerala,Non-Exchange Phone,9
2002, Tamil Nadu,Non-Exchange Phone,21
2002,Puducherry,Non-Exchange Phone,1
2003, Jammu & Kashmir,Non-Exchange Phone,0
2003, Himachal Pradesh,Non-Exchange Phone,0
2003, Punjab,Non-Exchange Phone,10
2003,Chandigarh,Non-Exchange Phone,0
2003, Uttarakhand,Non-Exchange Phone,5
2003, Haryana,Non-Exchange Phone,17
2003,Delhi,Non-Exchange Phone,12
2003, Rajasthan,Non-Exchange Phone,0
2003, Uttar Pradesh,Non-Exchange Phone,73
2003, Bihar,Non-Exchange Phone,9
2003, Sikkim,Non-Exchange Phone,2
2003, Nagaland,Non-Exchange Phone,0
2003, Manipur,Non-Exchange Phone,0
2003, Mizoram,Non-Exchange Phone,0
2003, Tripura,Non-Exchange Phone,25
2003, Meghalaya,Non-Exchange Phone,2
2003, Assam,Non-Exchange Phone,30
2003, West Bengal,Non-Exchange Phone,11
2003, Jharkhand,Non-Exchange Phone,11
2003, Odisha,Non-Exchange Phone,0
2003, Chhattisgarh,Non-Exchange Phone,20
2003, Madhya Pradesh,Non-Exchange Phone,0
2003, Gujarat,Non-Exchange Phone,32
2003,Daman & Diu,Non-Exchange Phone,0
2003,Dadra & Nagar Haveli,Non-Exchange Phone,0
2003, Maharashtra,Non-Exchange Phone,33
2003, Andhra Pradesh,Non-Exchange Phone,42
2003, Karnataka,Non-Exchange Phone,7
2003, Goa,Non-Exchange Phone,1
2003,Lakshadweep,Non-Exchange Phone,0
2003, Kerala,Non-Exchange Phone,9
2003, Tamil Nadu,Non-Exchange Phone,21
2003,Puducherry,Non-Exchange Phone,1
2003,Andaman & Nicobar Islands,Non-Exchange Phone,21
2004, Jammu & Kashmir,Non-Exchange Phone,12
2004, Himachal Pradesh,Non-Exchange Phone,0
2004, Punjab,Non-Exchange Phone,10
2004,Chandigarh,Non-Exchange Phone,0
2004, Uttarakhand,Non-Exchange Phone,5
2004, Haryana,Non-Exchange Phone,17
2004,Delhi,Non-Exchange Phone,35
2004, Rajasthan,Non-Exchange Phone,0
2004, Uttar Pradesh,Non-Exchange Phone,73
2004, Bihar,Non-Exchange Phone,6
2004, Sikkim,Non-Exchange Phone,2
2004, Nagaland,Non-Exchange Phone,0
2004, Manipur,Non-Exchange Phone,0
2004, Mizoram,Non-Exchange Phone,7
2004, Tripura,Non-Exchange Phone,25
2004, Meghalaya,Non-Exchange Phone,2
2004, Assam,Non-Exchange Phone,30
2004, West Bengal,Non-Exchange Phone,42
2004, Jharkhand,Non-Exchange Phone,15
2004, Odisha,Non-Exchange Phone,0
2004, Chhattisgarh,Non-Exchange Phone,2
2004, Madhya Pradesh,Non-Exchange Phone,23
2004, Gujarat,Non-Exchange Phone,32
2004,Daman & Diu,Non-Exchange Phone,0
2004,Dadra & Nagar Haveli,Non-Exchange Phone,0
2004, Maharashtra,Non-Exchange Phone,0
2004, Andhra Pradesh,Non-Exchange Phone,42
2004, Karnataka,Non-Exchange Phone,22
2004, Goa,Non-Exchange Phone,5
2004,Lakshadweep,Non-Exchange Phone,0
2004, Kerala,Non-Exchange Phone,9
2004, Tamil Nadu,Non-Exchange Phone,32
2004,Puducherry,Non-Exchange Phone,1
2004,Andaman & Nicobar Islands,Non-Exchange Phone,21
2005, Jammu & Kashmir,Non-Exchange Phone,12
2005, Himachal Pradesh,Non-Exchange Phone,0
2005, Punjab,Non-Exchange Phone,14
2005,Chandigarh,Non-Exchange Phone,0
2005, Uttarakhand,Non-Exchange Phone,6
2005, Haryana,Non-Exchange Phone,25
2005,Delhi,Non-Exchange Phone,42
2005, Rajasthan,Non-Exchange Phone,0
2005, Uttar Pradesh,Non-Exchange Phone,61
2005, Bihar,Non-Exchange Phone,1
2005, Sikkim,Non-Exchange Phone,0
2005, Nagaland,Non-Exchange Phone,0
2005, Manipur,Non-Exchange Phone,0
2005, Mizoram,Non-Exchange Phone,0
2005, Tripura,Non-Exchange Phone,25
2005, Meghalaya,Non-Exchange Phone,1
2005, Assam,Non-Exchange Phone,30
2005, West Bengal,Non-Exchange Phone,42
2005, Jharkhand,Non-Exchange Phone,13
2005, Odisha,Non-Exchange Phone,0
2005, Chhattisgarh,Non-Exchange Phone,12
2005, Madhya Pradesh,Non-Exchange Phone,44
2005, Gujarat,Non-Exchange Phone,32
2005,Daman & Diu,Non-Exchange Phone,0
2005,Dadra & Nagar Haveli,Non-Exchange Phone,0
2005, Maharashtra,Non-Exchange Phone,68
2005, Andhra Pradesh,Non-Exchange Phone,71
2005, Karnataka,Non-Exchange Phone,22
2005, Goa,Non-Exchange Phone,0
2005,Lakshadweep,Non-Exchange Phone,0
2005, Kerala,Non-Exchange Phone,9
2005, Tamil Nadu,Non-Exchange Phone,20
2005,Puducherry,Non-Exchange Phone,0
2005,Andaman & Nicobar Islands,Non-Exchange Phone,21
2006, Jammu & Kashmir,Non-Exchange Phone,12
2006, Himachal Pradesh,Non-Exchange Phone,0
2006, Punjab,Non-Exchange Phone,15
2006,Chandigarh,Non-Exchange Phone,0
2006, Uttarakhand,Non-Exchange Phone,5
2006, Haryana,Non-Exchange Phone,10
2006,Delhi,Non-Exchange Phone,43
2006, Rajasthan,Non-Exchange Phone,0
2006, Uttar Pradesh,Non-Exchange Phone,115
2006, Bihar,Non-Exchange Phone,0
2006, Sikkim,Non-Exchange Phone,0
2006, Nagaland,Non-Exchange Phone,0
2006, Manipur,Non-Exchange Phone,0
2006, Mizoram,Non-Exchange Phone,0
2006, Tripura,Non-Exchange Phone,33
2006, Meghalaya,Non-Exchange Phone,1
2006, Assam,Non-Exchange Phone,18
2006, West Bengal,Non-Exchange Phone,50
2006, Jharkhand,Non-Exchange Phone,20
2006, Odisha,Non-Exchange Phone,0
2006, Chhattisgarh,Non-Exchange Phone,20
2006, Madhya Pradesh,Non-Exchange Phone,68
2006, Gujarat,Non-Exchange Phone,33
2006,Daman & Diu,Non-Exchange Phone,0
2006,Dadra & Nagar Haveli,Non-Exchange Phone,0
2006, Maharashtra,Non-Exchange Phone,14
2006, Andhra Pradesh,Non-Exchange Phone,72
2006, Karnataka,Non-Exchange Phone,22
2006, Goa,Non-Exchange Phone,2
2006,Lakshadweep,Non-Exchange Phone,0
2006, Kerala,Non-Exchange Phone,23
2006, Tamil Nadu,Non-Exchange Phone,136
2006,Puducherry,Non-Exchange Phone,0
2006,Andaman & Nicobar Islands,Non-Exchange Phone,21
2007, Jammu & Kashmir,Non-Exchange Phone,12
2007, Himachal Pradesh,Non-Exchange Phone,18
2007, Punjab,Non-Exchange Phone,46
2007,Chandigarh,Non-Exchange Phone,0
2007, Uttarakhand,Non-Exchange Phone,9
2007, Haryana,Non-Exchange Phone,24
2007,Delhi,Non-Exchange Phone,68
2007, Uttar Pradesh,Non-Exchange Phone,69
2007, Bihar,Non-Exchange Phone,0
2007, Sikkim,Non-Exchange Phone,2
2007, Nagaland,Non-Exchange Phone,0
2007, Manipur,Non-Exchange Phone,0
2007, Mizoram,Non-Exchange Phone,0
2007, Tripura,Non-Exchange Phone,33
2007, Meghalaya,Non-Exchange Phone,1
2007, Assam,Non-Exchange Phone,17
2007, West Bengal,Non-Exchange Phone,56
2007, Jharkhand,Non-Exchange Phone,20
2007, Odisha,Non-Exchange Phone,0
2007, Chhattisgarh,Non-Exchange Phone,13
2007, Madhya Pradesh,Non-Exchange Phone,76
2007, Gujarat,Non-Exchange Phone,33
2007,Daman & Diu,Non-Exchange Phone,0
2007,Dadra & Nagar Haveli,Non-Exchange Phone,0
2007, Maharashtra,Non-Exchange Phone,31
2007, Andhra Pradesh,Non-Exchange Phone,2
2007, Karnataka,Non-Exchange Phone,22
2007, Goa,Non-Exchange Phone,2
2007,Lakshadweep,Non-Exchange Phone,0
2007, Kerala,Non-Exchange Phone,46
2007, Tamil Nadu,Non-Exchange Phone,17
2007,Puducherry,Non-Exchange Phone,0
2007,Andaman & Nicobar Islands,Non-Exchange Phone,21
2001, Jammu & Kashmir,Others,0
2001, Himachal Pradesh,Others,0
2001, Punjab,Others,0
2001,Chandigarh,Others,0
2001, Uttarakhand,Others,0
2001, Haryana,Others,0
2001,Delhi,Others,0
2001, Rajasthan,Others,0
2001, Uttar Pradesh,Others,59
2001, Bihar,Others,0
2001, Sikkim,Others,0
2001, Nagaland,Others,0
2001, Manipur,Others,0
2001, Mizoram,Others,0
2001, Tripura,Others,0
2001, Meghalaya,Others,0
2001, Assam,Others,1
2001, West Bengal,Others,9
2001, Jharkhand,Others,2
2001, Odisha,Others,0
2001, Chhattisgarh,Others,0
2001, Madhya Pradesh,Others,34
2001, Gujarat,Others,15
2001,Daman & Diu,Others,0
2001,Dadra & Nagar Haveli,Others,0
2001, Maharashtra,Others,17
2001, Andhra Pradesh,Others,4
2001, Karnataka,Others,0
2001, Goa,Others,0
2001,Lakshadweep,Others,0
2001, Kerala,Others,33
2001, Tamil Nadu,Others,10
2001,Puducherry,Others,0
2002, Jammu & Kashmir,Others,7
2002, Himachal Pradesh,Others,0
2002, Punjab,Others,0
2002,Chandigarh,Others,0
2002, Uttarakhand,Others,0
2002, Haryana,Others,0
2002,Delhi,Others,0
2002, Rajasthan,Others,0
2002, Uttar Pradesh,Others,139
2002, Bihar,Others,0
2002, Sikkim,Others,0
2002, Nagaland,Others,0
2002, Manipur,Others,0
2002, Mizoram,Others,27
2002, Tripura,Others,0
2002, Meghalaya,Others,0
2002, Assam,Others,1
2002, West Bengal,Others,5
2002, Jharkhand,Others,8
2002, Odisha,Others,0
2002, Chhattisgarh,Others,0
2002, Madhya Pradesh,Others,58
2002, Gujarat,Others,20
2002,Daman & Diu,Others,0
2002,Dadra & Nagar Haveli,Others,0
2002, Maharashtra,Others,11
2002, Andhra Pradesh,Others,4
2002, Karnataka,Others,0
2002, Goa,Others,0
2002,Lakshadweep,Others,0
2002, Kerala,Others,66
2002, Tamil Nadu,Others,19
2002,Puducherry,Others,0
2003, Jammu & Kashmir,Others,0
2003, Himachal Pradesh,Others,0
2003, Punjab,Others,0
2003,Chandigarh,Others,0
