state_name,year,vocational_trainings_program,inmates_trained
Gujarat,2003,Weaving,354
Gujarat,2003,Printing,114
Gujarat,2003,Agriculture,150
Gujarat,2003,Bakery,70
Gujarat,2003,Chemical,16
Gujarat,2003,Tailoring,146
Gujarat,2004,Carpentry,194
Gujarat,2004,Weaving,415
Gujarat,2004,Printing,121
Gujarat,2004,Agriculture,155
Gujarat,2004,Bakery,69
Gujarat,2004,Chemical,36
Gujarat,2004,Tailoring,174
Gujarat,2004,Leather,14
Gujarat,2005,Carpentry,204
Gujarat,2005,Weaving,430
Gujarat,2005,Printing,120
Gujarat,2005,Agricultural,158
Gujarat,2005,Bakery,72
Gujarat,2005,Chemical,37
Gujarat,2005,Tailoring,175
Gujarat,2005,Leather,15
Gujarat,2006,Carpentry Section,1317
Gujarat,2006,Weaving Section,1203
Gujarat,2006,Printing Section,384
Gujarat,2006,Bakery Section,177
Gujarat,2006,Chemical Section,258
Gujarat,2006,Tailoring Section,761
Gujarat,2006,Leather Section,173
Gujarat,2007,Carpentry,1559
Gujarat,2007,Weaving,1009
Gujarat,2007,Printing,802
Gujarat,2007,Bakery,311
Gujarat,2007,Chemical,186
Gujarat,2007,Tailoring,979
Gujarat,2007,Leather Section,57
Gujarat,2008,Carpentry Section,1626
Gujarat,2008,Weaving Section,917
Gujarat,2008,Printing,889
Gujarat,2008,Bakery,296
Gujarat,2008,Chemical Section,190
Gujarat,2008,Tailoring Section,458
Gujarat,2008,Leather,125
Gujarat,2009,Carpentry,1693
Gujarat,2009,Weaving,1279
Gujarat,2009,Printing,850
Gujarat,2009,Bakery,167
Gujarat,2009,Chemical,201
Gujarat,2009,Tailoring,271
Gujarat,2009,Leather,475
Gujarat,2009,Washing,168
Gujarat,2010,Carpentry Section,1796
Gujarat,2010,Weaving Section,1382
Gujarat,2010,Printing Section,792
Gujarat,2010,Bakery Section,205
Gujarat,2010,Chemical Section,168
Gujarat,2010,Tailoring Section,284
Gujarat,2010,Leather Section,12
Gujarat,2010,Washing,180
Gujarat,2011,Carpentry,1808
Gujarat,2011,Weaving,1396
Gujarat,2011,Printing,630
Gujarat,2011,Bakery,166
Gujarat,2011,Chemical,15
Gujarat,2011,Tailoring,167
Gujarat,2011,Washing,133
Gujarat,2011,Agriculture,66
Gujarat,2012,Carpentry,1634
Gujarat,2012,Weaving,1772
Gujarat,2012,Printing,828
Gujarat,2012,Bakery,175
Gujarat,2012,Chemical,20
Gujarat,2012,Tailoring,187
Gujarat,2012,Washing,154
Gujarat,2012,Agriculture,75
Gujarat,2012,"Vtp (Under Mes, Govt. Of India)",210
Gujarat,2012,Computer,383
Gujarat,2012,Beauty Parlour,95
Gujarat,2012,Motor Cycle Repairing,53
Gujarat,2012,"Sewing Work, Handicraft, Making Soft Toy",22
Gujarat,2012,Jewellery Making,30
Gujarat,2012,Hair Style,30
Gujarat,2012,Electrician,29
Gujarat,2012,Making Papad,10
Gujarat,2012,Baba Pithora Painting,30
Haryana,2003,Tent,212
Haryana,2003,Carpentry,71
Haryana,2003,Tailoring,127
Haryana,2003,Niwar Making,5
Haryana,2003,Cloth Weaving,4
Haryana,2003,Atta Chakki,13
Haryana,2003,Soap & Phenyle,21
Haryana,2003,Black Smithy,29
Haryana,2004,Tent,296
Haryana,2004,Carpentry,44
Haryana,2004,Atta Chakki,51
Haryana,2004,Soap,13
Haryana,2004,Phenyle,21
Haryana,2004,Tailoring,96
Haryana,2004,Black Smithy,34
Haryana,2004,Canning,40
Haryana,2004,Miscellaneous,101
Haryana,2005,Niwar,2
Haryana,2005,Tailoring,12
Haryana,2005,Textile,4
Haryana,2005,Tent,181
Haryana,2005,Carpentry,7
Haryana,2006,Tent Making / Tailoring,135
Haryana,2006,Carpentary,10
Haryana,2006,Niwar / Making / Canning,34
Haryana,2006,Misc / Agriculture,87
Haryana,2006,Handloom / Soap,82
Haryana,2007,Agriculture,76
Haryana,2007,"Tent Making, Carpentary, Niwar Making",7
Haryana,2007,Others,283
Haryana,2008,Tent Making,105
Haryana,2008,Carpentry,57
Haryana,2008,Niwar Making,60
Haryana,2008,Agriculture,90
Haryana,2008,Handloom,26
Haryana,2008,Soap & Phenyle,22
Haryana,2008,Welding And Drilling,12
Haryana,2008,Tailoring,42
Haryana,2008,Canning,71
Haryana,2009,Tent Making,85
Haryana,2009,Carpentary,163
Haryana,2009,Niwar Making,63
Haryana,2009,Agriculture,123
Haryana,2009,Handloom,32
Haryana,2009,Soap & Phenyle Manufacturing,42
Haryana,2009,Welding,250
Haryana,2009,Tailoring,183
Haryana,2009,Canning,103
Haryana,2009,Embroidery,20
Haryana,2009,Electrician,128
Haryana,2009,Turning,131
Haryana,2010,Tent Making,120
Haryana,2010,Carpentry,172
Haryana,2010,Niwar Making,75
Haryana,2010,Agriculture,146
Haryana,2010,Handloom,50
Haryana,2010,Soap & Phenyl Making,50
Haryana,2010,Welding,102
Haryana,2010,Tailoring,87
Haryana,2010,Canning,78
Haryana,2010,Embroidary,25
Haryana,2010,Electrician,20
Haryana,2010,Turning,45
Haryana,2010,Stiching,35
Haryana,2010,Paintaining,17
Haryana,2010,Art & Crafts,23
Haryana,2010,Others (Candle Making),56
Haryana,2010,Cooking,15
Haryana,2010,Tripolion Stiching,5
Haryana,2010,Others,15
Haryana,2011,Certificate In Library Science,18
Haryana,2011,Tailoring And Dress Making,23
Haryana,2011,Carpentry,68
Haryana,2011,Laundry Services,8
Haryana,2011,Bakery And Confectionary,8
Haryana,2011,Welding Technology,5
Haryana,2011,Plant Protection,1
Haryana,2011,Catering Management,4
Haryana,2011,Plumbering,8
Haryana,2011,Beauty Culture,2
Haryana,2011,Indian Embroidery,3
Haryana,2011,Tailoring And Cutting,23
Haryana,2011,Tailoring,35
Haryana,2011,Welding And Drilling,42
Haryana,2011,Canning,58
Haryana,2011,Soap And Phenyle,36
Haryana,2011,Computer Training,32
Haryana,2011,Electrician Training Programme,20
Haryana,2011,Powerloom And Handloom,10
Haryana,2011,Agriculture,137
Haryana,2011,Handloom,10
Haryana,2011,Niwar Making,18
Haryana,2011,Canning Etc.,6
Haryana,2011,Tent/Tirpolian,80
Haryana,2011,Miscellaneous,12
Haryana,2012,Electrician,24
Haryana,2012,Computer,32
Haryana,2012,Weaving Cloth,8
Haryana,2012,Tent Making,19
Haryana,2012,Niwar,9
Haryana,2012,Carpentry,13
Haryana,2012,Miscellaneous,10
Haryana,2012,Agro Dairy Farming 4 Days Camp,250
Haryana,2012,Bee Keeping 4 Days Camp,40
Haryana,2012,Computer Application,6
Haryana,2012,Welding,5
Haryana,2012,Data Entry,5
Haryana,2012,Tailoring (Cutting & Tailoring),9
Haryana,2012,Library Science,1
Haryana,2012,Tv Repairing,2
Haryana,2012,"Tailoring, Knitting & Weaving Soft Toys",15
Haryana,2012,"Aloe-Vera Products Juice, Gel, Shampoo,",20
Haryana,2012,"Electric Motor Winding, Assembling",5
Haryana,2012,Canning & Carpentry,15
Haryana,2012,"Plumbing, Welding",5
Haryana,2012,Weaving Cloth And Spinning Of Yarn,5
Haryana,2012,Bee Keeping,3
Haryana,2012,Vermi Compost Making,5
Haryana,2012,Certificate In Library Science,11
Haryana,2012,Certificate In Computer Application,17
Haryana,2012,Electrical Technician,12
Haryana,2012,"Tailoring, Cutting & Dress Making",13
Haryana,2012,Bakery And Confectionary,14
Haryana,2012,Welding Technology,7
Haryana,2012,Plumbering,12
Haryana,2012,Beauty Culture,10
Himachal Pradesh,2001,Weaving,125
Himachal Pradesh,2001,Carpentry,10
Himachal Pradesh,2001,Tailoring,15
Himachal Pradesh,2001,Agriculture,35
Himachal Pradesh,2002,Weaving,52
Himachal Pradesh,2002,Tailoring,16
Himachal Pradesh,2002,Carpentry,23
Himachal Pradesh,2003,Weaving,45
Himachal Pradesh,2003,Tailoring,11
Himachal Pradesh,2003,Carpentry/Weilding,30
Himachal Pradesh,2004,Weaving,39
Himachal Pradesh,2004,Carpentry,26
Himachal Pradesh,2004,Tailoring,7
Himachal Pradesh,2004,Welding,3
Himachal Pradesh,2005,Weaving,39
Himachal Pradesh,2005,Carpentry,26
Himachal Pradesh,2005,Tailoring,7
Himachal Pradesh,2005,Welding,3
Himachal Pradesh,2006,Weaving,49
Himachal Pradesh,2006,Carpentry,30
Himachal Pradesh,2006,Tailoring,7
Himachal Pradesh,2006,Welding,4
Himachal Pradesh,2007,Weaving,28
Himachal Pradesh,2007,Carpentry,12
Himachal Pradesh,2007,Tailoring,12
Himachal Pradesh,2007,Welding,4
Himachal Pradesh,2008,Weaving,29
Himachal Pradesh,2008,Carpentry,21
Himachal Pradesh,2008,Welding,1
Himachal Pradesh,2009,Vocational (Typing Training),2
Himachal Pradesh,2009,Weaving Training,27
Himachal Pradesh,2009,Tailoring Training,9
Himachal Pradesh,2009,Carpentry Training,14
Himachal Pradesh,2009,Welding Training,1
Himachal Pradesh,2009,Canning (Re-Canning Training),3
Himachal Pradesh,2010,Tailoring,14
Himachal Pradesh,2010,Knitting,2
Himachal Pradesh,2010,Pine Needles,6
Himachal Pradesh,2010,Paper Plate Making,2
Himachal Pradesh,2010,Canning (Re-Canning),6
Himachal Pradesh,2010,Welding,2
Himachal Pradesh,2010,Carpentry,11
Himachal Pradesh,2010,Rexen Cushan,1
Himachal Pradesh,2010,Weaving,26
Himachal Pradesh,2011,Tailoring,22
Himachal Pradesh,2011,Knitting,4
Himachal Pradesh,2011,Weaving Section,80
Himachal Pradesh,2011,Pine Needles,10
Himachal Pradesh,2011,Paper Plate Making,4
Himachal Pradesh,2011,Carpentry Section,23
Himachal Pradesh,2012,Weaving Section,15
Himachal Pradesh,2012,Tailoring Section,6
Himachal Pradesh,2012,Carpentry Section,18
Himachal Pradesh,2012,Weaving Of Shawls And Blanket,15
Himachal Pradesh,2012,Agriculture (Mushroom Cultivation),70
Jammu & Kashmir,2013,Carpentary Section,59
Jammu & Kashmir,2013,Other (Embroidery),9
Jammu & Kashmir,2013,Handloom,64
Jammu & Kashmir,2013,Others (Carpet),21
Jammu & Kashmir,2013,Others (Pipe Band),24
Jammu & Kashmir,2013,Weavingof Clothes,27
Jammu & Kashmir,2013,Others ( Tv/Fan Repairing),13
Jammu & Kashmir,2013,Others ( Transformer Making),14
Jammu & Kashmir,2013,Others (Powerloom),1
Jammu & Kashmir,2013,Others (Winder),15
Jammu & Kashmir,2013,Others (Gucchi Making),2
Jammu & Kashmir,2013,Others (Dari Making),20
Jammu & Kashmir,2013,Others (Electrician),3
Jammu & Kashmir,2013,Others (Candle Making),12
Jammu & Kashmir,2013,Others (Embriodery),25
Jammu & Kashmir,2013,Others (Typing/Computer),38
Jammu & Kashmir,2013,Others (Electrician),17
Jammu & Kashmir,2013,Others (Electricain),7
Jammu & Kashmir,2013,Others (Candle Making),9
Jammu & Kashmir,2012,Carpentry Section,40
Jammu & Kashmir,2012,Tailoring Section,87
Jammu & Kashmir,2012,Embroidery Section,92
Jammu & Kashmir,2012,Handloom,69
Jammu & Kashmir,2012,Others (Carpet Section),17
Jammu & Kashmir,2012,Pipe Band Section,19
Jammu & Kashmir,2012,Computer Trade,6
Jammu & Kashmir,2012,Transformer Electrician,22
Jammu & Kashmir,2012,Powerloom,3
Jammu & Kashmir,2012,Winding,20
Jammu & Kashmir,2012,Tana Making,8
Jammu & Kashmir,2012,Gucchi Making,8
Jammu & Kashmir,2012,Weaving (Dari Making),25
Jammu & Kashmir,2012,Electrician,20
Jammu & Kashmir,2012,Others (Candle Making),20
Jammu & Kashmir,2012,Motor Winding,5
Jammu & Kashmir,2012,Type Writing,29
Jammu & Kashmir,2012,Computer,27
Jammu & Kashmir,2011,Khadi Khana,31
Jammu & Kashmir,2011,Carpentry Section,6
Jammu & Kashmir,2011,Tailoring,10
Jammu & Kashmir,2011,Embroidary Section,86
Jammu & Kashmir,2011,Cloth Printing,2
Jammu & Kashmir,2011,Other (Candle Making),36
Jammu & Kashmir,2011,Jail Inmate Pipe Band,26
Jammu & Kashmir,2011,Electrician,3
Jammu & Kashmir,2011,Weaving (Durry Making),16
Jammu & Kashmir,2011,Handloom,185
Jammu & Kashmir,2010,Carpentry Trade,27
Jammu & Kashmir,2010,Electrician,54
Jammu & Kashmir,2010,Embroidery,8
Jammu & Kashmir,2010,Transformer Winding,4
Jammu & Kashmir,2010,Nitting,11
Jammu & Kashmir,2010,Type Writing,107
Jammu & Kashmir,2010,Tailoring,44
Jammu & Kashmir,2010,Others (Candle Making),6
Jammu & Kashmir,2010,Soap Making,4
Jammu & Kashmir,2010,Computer,30
Jammu & Kashmir,2010,Other Trades,109
Jammu & Kashmir,2009,Carpentary Trade,6
Jammu & Kashmir,2009,Electrician,20
Jammu & Kashmir,2009,Embroidery,78
Jammu & Kashmir,2009,Transformer Winding,16
Jammu & Kashmir,2009,Weaving (Clothing),450
Jammu & Kashmir,2009,Type Writing,16
Jammu & Kashmir,2009,Tailoring,25
Jammu & Kashmir,2009,Other (Candle Making),26
Jammu & Kashmir,2008,Carpentry,3
Jammu & Kashmir,2008,Electrician,4
Jammu & Kashmir,2008,Type Writing,58
Jammu & Kashmir,2008,Tailoring,29
Jammu & Kashmir,2008,Others (Candle Making),10
Jammu & Kashmir,2007,Carpentry,4
Jammu & Kashmir,2007,Electrician,10
Jammu & Kashmir,2007,Motor Winding,1
Jammu & Kashmir,2007,Typing,57
Jammu & Kashmir,2007,Tailoring,25
Jammu & Kashmir,2006,Carpentary Trade,9
Jammu & Kashmir,2006,Electrician,27
Jammu & Kashmir,2006,Radio Tv Mechanic,3
Jammu & Kashmir,2006,House Wiring,2
Jammu & Kashmir,2006,Plumber,2
Jammu & Kashmir,2006,Type Writing,121
Jammu & Kashmir,2006,Tailoring,22
Jammu & Kashmir,2006,Painting,22
Jammu & Kashmir,2006,Candle Making,18
Jammu & Kashmir,2005,Carpentry,47
Jammu & Kashmir,2005,Electrician,60
Jammu & Kashmir,2005,Radio Tv Mechanic,37
Jammu & Kashmir,2005,Motor Mechanic,30
Jammu & Kashmir,2005,Motor Winding,62
Jammu & Kashmir,2005,House Wiring,5
Jammu & Kashmir,2005,Plumber,2
Jammu & Kashmir,2005,Type Writing,152
Jammu & Kashmir,2005,Tailoring,64
Jammu & Kashmir,2004,Carpentry,64
Jammu & Kashmir,2004,Electrician,50
Jammu & Kashmir,2004,Radio Tv Mechanic,28
Jammu & Kashmir,2004,Motor Winding,59
Jammu & Kashmir,2004,House Wiring,22
Jammu & Kashmir,2004,Type Writing,69
Jammu & Kashmir,2004,Tailoring,100
Jammu & Kashmir,2004,Candle Making,35
Jammu & Kashmir,2003,Carpentry,7
Jammu & Kashmir,2003,Electrician,117
Jammu & Kashmir,2003,Radio Tv Mechanic,56
Jammu & Kashmir,2003,Motor Winding,50
Jammu & Kashmir,2003,House Wiring,6
Jammu & Kashmir,2003,Type Writing,187
Jammu & Kashmir,2003,Tailoring,50
Jammu & Kashmir,2002,Carpentry,122
Jammu & Kashmir,2002,Electrician,88
Jharkhand,2001,Literacy Programme,715
Jharkhand,2001,Gardening,864
Jharkhand,2001,Tailoring/Wiring,207
Jharkhand,2001,Handloom,475
Jharkhand,2001,Others,504
Jharkhand,2002,Tailoring,54
Jharkhand,2002,Weaving,594
Jharkhand,2002,Soap & Phenyle,45
Jharkhand,2002,Carpentry,62
Jharkhand,2002,Black Smith,15
Jharkhand,2002,Paper Making,176
Jharkhand,2002,Gardening,667
Jharkhand,2002,Literacy Programme,1082
Jharkhand,2002,Prison Smart Course,405
Jharkhand,2002,Yoga,124
Jharkhand,2002,Computer Training,24
Jharkhand,2002,Radio & Tv Repairing,15
Jharkhand,2002,Screen Printing,14
Jharkhand,2002,"Flyleaf, Candle, Envelop Making",35
Jharkhand,2002,Jute Making,11
Jharkhand,2003,Academic,133
Jharkhand,2003,Agriculture,50
Jharkhand,2003,Black Smithy,15
Jharkhand,2003,Candle,15
Jharkhand,2003,Carpentry,45
Jharkhand,2003,Soap & Phenyle,150
Jharkhand,2003,Computer Training,42
Jharkhand,2003,Cottage,57
Jharkhand,2003,Weaving & Tailoring,676
Jharkhand,2003,Educational Prog.,41
Jharkhand,2003,Fly Leaf,25
Jharkhand,2003,Gardening,1175
Jharkhand,2003,Handicrafting,42
Jharkhand,2003,Handlook Training,30
Jharkhand,2003,Envelope,24
Jharkhand,2003,Jute,35
Jharkhand,2003,Literacy Programme,742
Jharkhand,2003,Mat Weaving,76
Jharkhand,2003,Paper Making & Printing,276
Jharkhand,2003,Art Of Living,172
Jharkhand,2003,Brahma Kumari,84
Jharkhand,2003,Screen Printing,20
Jharkhand,2003,Tailoring,77
Jharkhand,2003,Weaving,48
Jharkhand,2003,Yoga,254
Jharkhand,2003,Counselling,102
Jharkhand,2004,Academic,149
Jharkhand,2004,Agriculture,50
Jharkhand,2004,Candle,7
Jharkhand,2004,Carpentry & Black Smithy,97
Jharkhand,2004,Computer Literacy,45
Jharkhand,2004,Computer Training,12
Jharkhand,2004,Cottage,59
Jharkhand,2004,Weaving,735
Jharkhand,2004,Agricultural,33
Jharkhand,2004,Envelope Making,60
Jharkhand,2004,Fly Leaf,12
Jharkhand,2004,Gardening,1112
Jharkhand,2004,Hand Paper Making,89
Jharkhand,2004,Handi Crafts,115
Jharkhand,2004,Handloom Training,30
Jharkhand,2004,Literacy Programme,1182
Jharkhand,2004,Masrum,6
Jharkhand,2004,Mat Weaving,15
Jharkhand,2004,Phenyle Making,7
Jharkhand,2004,Phenyle & Caustic Soap,150
Jharkhand,2004,Press Printing,10
Jharkhand,2004,Screen Printing,9
Jharkhand,2004,Soap Making,7
Jharkhand,2004,Stick Work,5
Jharkhand,2004,Tailoring,81
Jharkhand,2004,Weaving,108
Jharkhand,2004,Yoga,220
Jharkhand,2005,Agricultural,8768
Jharkhand,2005,Bakery,282
Jharkhand,2005,Candle,14
Jharkhand,2005,Carpentry,85
Jharkhand,2005,Computer Training,35
Jharkhand,2005,Counselling,98
Jharkhand,2005,Cotton Cloth Weaving (Handloom),780
Jharkhand,2005,Cycle Repairing,20
Jharkhand,2005,Designed Candle,282
Jharkhand,2005,Fly Leaf And Tag,238
Jharkhand,2005,Gardening,1446
Jharkhand,2005,Handi Crafts,55
Jharkhand,2005,Hand Paper,112
Jharkhand,2005,Horticulture,226
Jharkhand,2005,Jute,35
Jharkhand,2005,Literacy Programme,795
Jharkhand,2005,Phenyle & Soap Making,282
Jharkhand,2005,Screen Printing,10
Jharkhand,2005,Seed Production,226
Jharkhand,2005,Soap Making,31
Jharkhand,2005,Tailoring,129
Jharkhand,2005,Weaving,72
Jharkhand,2005,Work Incorodenge,545
Jharkhand,2005,Yoga,120
Jharkhand,2005,Envelop Making,25
Jharkhand,2005,Dabba Making,282
Jharkhand,2006,Aplic & Embroidery,19
Jharkhand,2006,Baby & Female Clothing & Bag Making,26
Jharkhand,2006,Beautician Course/Trg,85
Jharkhand,2006,Bicycle Repairing,36
Jharkhand,2006,Carpentry & Black Smithy,85
Jharkhand,2006,Carpet & Basket Manufacturing,1
Jharkhand,2006,Catering Services,61
Jharkhand,2006,Commercial Training,180
Jharkhand,2006,Computer Training,86
Jharkhand,2006,Cotton Cloth Weaving (Handloom),1140
Jharkhand,2006,Cycle Repairing,47
Jharkhand,2006,Earth Worm Fertilizer Manufacturing,44
Jharkhand,2006,Earthworm Manure,40
Jharkhand,2006,Educational,812
Jharkhand,2006,First Aid,61
Jharkhand,2006,Gardening Trg Programme,1867
Jharkhand,2006,Hand Paper Making & Printing,224
Jharkhand,2006,Kenchua Khad,22
Jharkhand,2006,Mali,20
Jharkhand,2006,Mushroom Production/Cultivation,66
Jharkhand,2006,Phenyle & Soap Making,178
Jharkhand,2006,Pumpset Repairing Trg Programme,20
Jharkhand,2006,Screen Printing,8
Jharkhand,2006,Soap Making,21
Jharkhand,2006,Tailoring,228
Jharkhand,2006,Tokevy Making,39
Jharkhand,2006,Weaving,85
Jharkhand,2006,Yoga,747
Jharkhand,2006,Others,82
Jharkhand,2007,Carpentry,85
Jharkhand,2007,Computer Training,0
Jharkhand,2007,Handloom,570
Jharkhand,2007,Cycle Repairing,12
Jharkhand,2007,Gardening,846
Jharkhand,2007,Generator Repairing,12
Jharkhand,2007,Hand Paper Making & Printing,112
Jharkhand,2007,Phenyle,160
Jharkhand,2007,Phenyle,10
Jharkhand,2007,Pumpset Repairing,20
Jharkhand,2007,Screen Printing,25
Jharkhand,2007,Soap,25
Jharkhand,2007,Tailoring,163
Jharkhand,2007,Weaving,28
Jharkhand,2007,Weaving,450
Jharkhand,2007,Yoga & Meditation,518
Jharkhand,2007,Literacy Programme,807
Jharkhand,2007,Phenyle,50
Jharkhand,2007,Traditional Training,190
Jharkhand,2008,30 Days Tasar (Silk) Manufacturing,10
Jharkhand,2008,Anm & Aww For Groth Chart & Nutrition,14
Jharkhand,2008,Agarbati Manufactuing,18
Jharkhand,2008,Soap Making,40
Jharkhand,2008,Carpentry & Black Smithy,85
Jharkhand,2008,Computer Training,45
Jharkhand,2008,Weaving (Cotton Cloth),370
Jharkhand,2008,Cycle Repairing Training,20
Jharkhand,2008,Soap (Detergent Powder Making),44
Jharkhand,2008,Electric Work Training,5
Jharkhand,2008,Soap & Phenyle,10
Jharkhand,2008,Gardening,446
Jharkhand,2008,Gardening Training,20
Jharkhand,2008,Printing & Hand Paper Making,112
Jharkhand,2008,Others (Hand Craft),14
Jharkhand,2008,Handloom,53
Jharkhand,2008,Jute Craft,18
Jharkhand,2008,Kalazattha,25
Jharkhand,2008,Lah Bangle,16
Jharkhand,2008,Making Of Fly Leaf,20
Jharkhand,2008,Painting,50
Jharkhand,2008,Soap & Phenyle,5
Jharkhand,2008,Soap & Phenyle,160
Jharkhand,2008,Phenyle Making,8
Jharkhand,2008,Photo Framing,15
Jharkhand,2008,Pump Repairing,20
Jharkhand,2008,Pumpset Repairing,20
Jharkhand,2008,Radio Training,13
Jharkhand,2008,Resum Katai,30
Jharkhand,2008,Screen Printing,12
Jharkhand,2008,Soap Making,5
Jharkhand,2008,Soap Manufacturing,15
Jharkhand,2008,Weaving (Sweater),21
Jharkhand,2008,Tv Training,9
Jharkhand,2008,Tailoring,152
Jharkhand,2008,Others (Wearing),18
Jharkhand,2008,Weaving,349
Jharkhand,2008,Wood Craft,23
Jharkhand,2008,Others (Candle Making),18
Jharkhand,2008,Fly Leaf Making,12
Jharkhand,2008,Knitting,10
Jharkhand,2008,Sewing,5
Jharkhand,2009,Teacher Training (15 Days),12
Jharkhand,2009,Anm & Aww,11
Jharkhand,2009,Beautician & Jewellery Making,20
Jharkhand,2009,Carpentry & Black Smithy,85
Jharkhand,2009,Chalk Manufacturing Training,16
Jharkhand,2009,Computer Training,388
Jharkhand,2009,Crafting,4
Jharkhand,2009,Soap (Detergent Powder Making),45
Jharkhand,2009,Fly Leaf Making,28
Jharkhand,2009,Frame Making,15
Jharkhand,2009,Gardening,1466
Jharkhand,2009,Craft (Hand),14
Jharkhand,2009,Paper Making & Printing,303
Jharkhand,2009,Jute Craft,18
Jharkhand,2009,Kala Jatha,27
Jharkhand,2009,Knitting,10
Jharkhand,2009,Lah Bangle,16
Jharkhand,2009,Painting,90
Jharkhand,2009,"Paper, Aachar Manufacturing",42
Jharkhand,2009,Soap & Phenyle Manufacturing,190
Jharkhand,2009,Radio Training,15
Jharkhand,2009,Screen Printing,12
Jharkhand,2009,Sewing,28
Jharkhand,2009,Silk Reeling,33
Jharkhand,2009,Soap Making,94
Jharkhand,2009,Sweater Weaving,22
Jharkhand,2009,T.V. Training,21
Jharkhand,2009,Tailoring,257
Jharkhand,2009,Wearing,12
Jharkhand,2009,Weaving,378
Jharkhand,2009,Woollen Cutting,42
Jharkhand,2009,Wood Craft,23
Jharkhand,2009,Handloom,1214
Jharkhand,2009,Others (Handpump Repairing Trg (3 Days)),22
Jharkhand,2010,Others(Handmade Packaged Food Productn),23
Jharkhand,2010,Anm,7
Jharkhand,2010,Agarbatti Making,40
Jharkhand,2010,Soap (Bathing) Making,55
Jharkhand,2010,Beautician & Jewellery Making,28
Jharkhand,2010,Carpentry & Black Smithy,65
Jharkhand,2010,Weaving (Cloth Weaving),370
Jharkhand,2010,Computer Training,531
Jharkhand,2010,Crafting,3
Jharkhand,2010,Fly Leaf Making,12
Jharkhand,2010,Frame Making,10
Jharkhand,2010,Gardening,275
Jharkhand,2010,Others (Hand Paper Making & Printing),205
Jharkhand,2010,Kala Jatha,26
Jharkhand,2010,Knitting,13
Jharkhand,2010,Painting,37
Jharkhand,2010,Panting,45
Jharkhand,2010,Soap & Phenyl Making,140
Jharkhand,2010,Soap & Phenyl Making,10
Jharkhand,2010,Radio Reparing,15
Jharkhand,2010,Screen Printing/Book Binding,7
Jharkhand,2010,Sewing,25
Jharkhand,2010,Silk Yarn,23
Jharkhand,2010,Soap Making,10
Jharkhand,2010,Sweater Weaving,30
Jharkhand,2010,Tv Repairing,10
Jharkhand,2010,Tailoring,162
Jharkhand,2010,Soap & Washing Powder,45
Jharkhand,2010,Others (Wearing),22
Jharkhand,2010,Weaving,393
Jharkhand,2010,Carpentry / Wood Work,11
Jharkhand,2011,Agarbatti Making,80
Jharkhand,2011,Animal Husbandary,125
Jharkhand,2011,Soap (Bathing) Making,45
Jharkhand,2011,Beautician & Jewellery Making,30
Jharkhand,2011,Carpentry,10
Jharkhand,2011,Carpentry & Black Smithy,36
Jharkhand,2011,Computer Training,323
Jharkhand,2011,Handloom (Cotton Cloth Weaving),309
Jharkhand,2011,Weaving (Cotton Cloth - Power Loom),65
Jharkhand,2011,Crafting,5
Jharkhand,2011,Soap (Detergent Powder Making),35
Jharkhand,2011,Fishery,140
Jharkhand,2011,Fly Leaf Making,9
Jharkhand,2011,Frame Making,20
Jharkhand,2011,Gardening,305
Jharkhand,2011,Health Training,27
Jharkhand,2011,Jute Mat Power Loom,75
Jharkhand,2011,Kala Jatha,24
Jharkhand,2011,Knitting,9
Jharkhand,2011,Offset Printing Press & Hand Paper Mill,85
Jharkhand,2011,Painting,17
Jharkhand,2011,Soap & Phenyle,8
Jharkhand,2011,Soap & Phenyle Manufacturing,72
Jharkhand,2011,Radio And Tv Repairing,12
Jharkhand,2011,Radio Training,15
Jharkhand,2011,Screen Printing/Book Binding,12
Jharkhand,2011,Silk Yarn,22
Jharkhand,2011,Soap Making,18
Jharkhand,2011,Weaving (Sweater),32
Jharkhand,2011,Swing,19
Jharkhand,2011,Tv Training,25
Jharkhand,2011,Tailoring,210
Jharkhand,2011,Other (Wearing),7
Jharkhand,2011,Weaving,396
Jharkhand,2011,Weaving,43
Jharkhand,2012,Computer Training,376
Jharkhand,2012,Handloom Weaving Training,138
Jharkhand,2012,Tailoring (Cloth Sewing),72
Jharkhand,2012,Soap (Caustic Soap Making),35
Jharkhand,2012,Soap (Phenyle Making Training),91
Jharkhand,2012,Gunny Bag Door Mat/Pooja Asni Making,20
Jharkhand,2012,Resum Or Cocoon Katai Training,15
Jharkhand,2012,Weaving (Sweater Weaving),42
Jharkhand,2012,Handloom (Cotton Cloth Weaving),309
Jharkhand,2012,Soap Making,106
Jharkhand,2012,Carpentry,75
Jharkhand,2012,Others (Blacksmith),10
Jharkhand,2012,Offset Printing Press & Hand Paper Mill,105
Jharkhand,2012,Tailoring,224
Jharkhand,2012,Gardening,377
Jharkhand,2012,Powerloom (Jute Mat),20
Jharkhand,2012,Frame Making,30
Jharkhand,2012,Beautician & Jewellery Making,35
Jharkhand,2012,Jute Craft,35
Jharkhand,2012,Weaving,357
Jharkhand,2012,Screen Printing,30
Jharkhand,2012,Carpentry (Wood Craft),10
Jharkhand,2012,Fly Leaf Making,15
Jharkhand,2012,"Tv, Fan, Cfl Bulb Repairing",15
Jharkhand,2012,Tailoring (Sewing),21
Jharkhand,2012,Radio & Tv,15
